ensemblid	annotcategory
ENSG00000177023	Locally secreted in male tissues
ENSG00000177684	Locally secreted in male tissues
ENSG00000178287	Locally secreted in male tissues
ENSG00000178591	Locally secreted in male tissues
ENSG00000180083	Locally secreted in male tissues
ENSG00000180205	Locally secreted in male tissues
ENSG00000180305	Locally secreted in male tissues
ENSG00000180483	Locally secreted in male tissues
ENSG00000180872	Locally secreted in male tissues
ENSG00000181552	Locally secreted in male tissues
ENSG00000181562	Locally secreted in male tissues
ENSG00000182545	Locally secreted in male tissues
ENSG00000182931	Locally secreted in male tissues
ENSG00000183378	Locally secreted in male tissues
ENSG00000184925	Locally secreted in male tissues
ENSG00000185888	Locally secreted in male tissues
ENSG00000185982	Locally secreted in male tissues
ENSG00000186075	Locally secreted in male tissues
ENSG00000186458	Locally secreted in male tissues
ENSG00000186562	Locally secreted in male tissues
ENSG00000186572	Locally secreted in male tissues
ENSG00000186579	Locally secreted in male tissues
ENSG00000186599	Locally secreted in male tissues
ENSG00000187082	Locally secreted in male tissues
ENSG00000187922	Locally secreted in male tissues
ENSG00000188334	Locally secreted in male tissues
ENSG00000188655	Locally secreted in male tissues
ENSG00000188992	Locally secreted in male tissues
ENSG00000189099	Locally secreted in male tissues
ENSG00000196748	Locally secreted in male tissues
ENSG00000196844	Locally secreted in male tissues
ENSG00000198129	Locally secreted in male tissues
ENSG00000198704	Locally secreted in male tissues
ENSG00000203795	Locally secreted in male tissues
ENSG00000203970	Locally secreted in male tissues
ENSG00000204001	Locally secreted in male tissues
ENSG00000204140	Locally secreted in male tissues
ENSG00000204548	Locally secreted in male tissues
ENSG00000204583	Locally secreted in male tissues
ENSG00000205882	Locally secreted in male tissues
ENSG00000205883	Locally secreted in male tissues
ENSG00000205884	Locally secreted in male tissues
ENSG00000206150	Locally secreted in male tissues
ENSG00000214510	Locally secreted in male tissues
ENSG00000214642	Locally secreted in male tissues
ENSG00000214643	Locally secreted in male tissues
ENSG00000215183	Locally secreted in male tissues
ENSG00000215545	Locally secreted in male tissues
ENSG00000215547	Locally secreted in male tissues
ENSG00000224586	Locally secreted in male tissues
ENSG00000225805	Locally secreted in male tissues
ENSG00000232948	Locally secreted in male tissues
ENSG00000233050	Locally secreted in male tissues
ENSG00000234776	Locally secreted in male tissues
ENSG00000236027	Locally secreted in male tissues
ENSG00000237353	Locally secreted in male tissues
ENSG00000243543	Locally secreted in male tissues
ENSG00000247595	Locally secreted in male tissues
ENSG00000249139	Locally secreted in male tissues
ENSG00000258223	Locally secreted in male tissues
ENSG00000258436	Locally secreted in male tissues
ENSG00000263639	Locally secreted in male tissues
ENSG00000267206	Locally secreted in male tissues
ENSG00000275722	Locally secreted in male tissues
ENSG00000283706	Locally secreted in male tissues
ENSG00000087245	Locally secreted to extracellular matrix
ENSG00000099953	Locally secreted to extracellular matrix
ENSG00000108821	Locally secreted to extracellular matrix
ENSG00000118113	Locally secreted to extracellular matrix
ENSG00000123342	Locally secreted to extracellular matrix
ENSG00000125966	Locally secreted to extracellular matrix
ENSG00000137673	Locally secreted to extracellular matrix
ENSG00000137674	Locally secreted to extracellular matrix
ENSG00000137745	Locally secreted to extracellular matrix
ENSG00000149968	Locally secreted to extracellular matrix
ENSG00000154485	Locally secreted to extracellular matrix
ENSG00000156103	Locally secreted to extracellular matrix
ENSG00000166670	Locally secreted to extracellular matrix
ENSG00000167346	Locally secreted to extracellular matrix
ENSG00000196611	Locally secreted to extracellular matrix
ENSG00000198598	Locally secreted to extracellular matrix
ENSG00000262406	Locally secreted to extracellular matrix
ENSG00000271447	Locally secreted to extracellular matrix
ENSG00000002745	Locally secreted to extracellular matrix
ENSG00000011465	Locally secreted to extracellular matrix
ENSG00000034971	Locally secreted to extracellular matrix
ENSG00000035862	Locally secreted to extracellular matrix
ENSG00000038295	Locally secreted to extracellular matrix
ENSG00000041982	Locally secreted to extracellular matrix
ENSG00000049089	Locally secreted to extracellular matrix
ENSG00000049192	Locally secreted to extracellular matrix
ENSG00000049323	Locally secreted to extracellular matrix
ENSG00000049540	Locally secreted to extracellular matrix
ENSG00000050555	Locally secreted to extracellular matrix
ENSG00000053747	Locally secreted to extracellular matrix
ENSG00000054938	Locally secreted to extracellular matrix
ENSG00000058085	Locally secreted to extracellular matrix
ENSG00000060718	Locally secreted to extracellular matrix
ENSG00000061492	Locally secreted to extracellular matrix
ENSG00000064205	Locally secreted to extracellular matrix
ENSG00000065320	Locally secreted to extracellular matrix
ENSG00000065618	Locally secreted to extracellular matrix
ENSG00000074527	Locally secreted to extracellular matrix
ENSG00000075290	Locally secreted to extracellular matrix
ENSG00000077942	Locally secreted to extracellular matrix
ENSG00000080573	Locally secreted to extracellular matrix
ENSG00000081052	Locally secreted to extracellular matrix
ENSG00000082293	Locally secreted to extracellular matrix
ENSG00000083782	Locally secreted to extracellular matrix
ENSG00000084636	Locally secreted to extracellular matrix
ENSG00000085741	Locally secreted to extracellular matrix
ENSG00000087116	Locally secreted to extracellular matrix
ENSG00000087303	Locally secreted to extracellular matrix
ENSG00000090006	Locally secreted to extracellular matrix
ENSG00000091128	Locally secreted to extracellular matrix
ENSG00000091136	Locally secreted to extracellular matrix
ENSG00000091986	Locally secreted to extracellular matrix
ENSG00000092758	Locally secreted to extracellular matrix
ENSG00000095713	Locally secreted to extracellular matrix
ENSG00000100234	Locally secreted to extracellular matrix
ENSG00000100399	Locally secreted to extracellular matrix
ENSG00000100473	Locally secreted to extracellular matrix
ENSG00000101203	Locally secreted to extracellular matrix
ENSG00000101680	Locally secreted to extracellular matrix
ENSG00000103175	Locally secreted to extracellular matrix
ENSG00000104415	Locally secreted to extracellular matrix
ENSG00000105664	Locally secreted to extracellular matrix
ENSG00000105825	Locally secreted to extracellular matrix
ENSG00000105989	Locally secreted to extracellular matrix
ENSG00000106333	Locally secreted to extracellular matrix
ENSG00000106819	Locally secreted to extracellular matrix
ENSG00000106823	Locally secreted to extracellular matrix
ENSG00000107821	Locally secreted to extracellular matrix
ENSG00000108379	Locally secreted to extracellular matrix
ENSG00000109625	Locally secreted to extracellular matrix
ENSG00000111186	Locally secreted to extracellular matrix
ENSG00000111799	Locally secreted to extracellular matrix
ENSG00000112280	Locally secreted to extracellular matrix
ENSG00000112562	Locally secreted to extracellular matrix
ENSG00000112761	Locally secreted to extracellular matrix
ENSG00000112769	Locally secreted to extracellular matrix
ENSG00000113083	Locally secreted to extracellular matrix
ENSG00000113296	Locally secreted to extracellular matrix
ENSG00000114251	Locally secreted to extracellular matrix
ENSG00000114270	Locally secreted to extracellular matrix
ENSG00000115318	Locally secreted to extracellular matrix
ENSG00000115380	Locally secreted to extracellular matrix
ENSG00000115596	Locally secreted to extracellular matrix
ENSG00000116260	Locally secreted to extracellular matrix
ENSG00000116690	Locally secreted to extracellular matrix
ENSG00000116774	Locally secreted to extracellular matrix
ENSG00000116962	Locally secreted to extracellular matrix
ENSG00000117122	Locally secreted to extracellular matrix
ENSG00000119681	Locally secreted to extracellular matrix
ENSG00000120332	Locally secreted to extracellular matrix
ENSG00000122176	Locally secreted to extracellular matrix
ENSG00000123500	Locally secreted to extracellular matrix
ENSG00000124159	Locally secreted to extracellular matrix
ENSG00000124479	Locally secreted to extracellular matrix
ENSG00000124749	Locally secreted to extracellular matrix
ENSG00000125084	Locally secreted to extracellular matrix
ENSG00000129038	Locally secreted to extracellular matrix
ENSG00000130508	Locally secreted to extracellular matrix
ENSG00000130635	Locally secreted to extracellular matrix
ENSG00000130702	Locally secreted to extracellular matrix
ENSG00000132031	Locally secreted to extracellular matrix
ENSG00000132205	Locally secreted to extracellular matrix
ENSG00000132464	Locally secreted to extracellular matrix
ENSG00000132561	Locally secreted to extracellular matrix
ENSG00000133110	Locally secreted to extracellular matrix
ENSG00000134013	Locally secreted to extracellular matrix
ENSG00000134245	Locally secreted to extracellular matrix
ENSG00000134871	Locally secreted to extracellular matrix
ENSG00000134917	Locally secreted to extracellular matrix
ENSG00000135862	Locally secreted to extracellular matrix
ENSG00000135925	Locally secreted to extracellular matrix
ENSG00000136110	Locally secreted to extracellular matrix
ENSG00000136378	Locally secreted to extracellular matrix
ENSG00000136457	Locally secreted to extracellular matrix
ENSG00000137251	Locally secreted to extracellular matrix
ENSG00000137801	Locally secreted to extracellular matrix
ENSG00000138080	Locally secreted to extracellular matrix
ENSG00000138131	Locally secreted to extracellular matrix
ENSG00000138316	Locally secreted to extracellular matrix
ENSG00000138615	Locally secreted to extracellular matrix
ENSG00000138722	Locally secreted to extracellular matrix
ENSG00000138829	Locally secreted to extracellular matrix
ENSG00000139219	Locally secreted to extracellular matrix
ENSG00000139329	Locally secreted to extracellular matrix
ENSG00000139330	Locally secreted to extracellular matrix
ENSG00000140092	Locally secreted to extracellular matrix
ENSG00000140470	Locally secreted to extracellular matrix
ENSG00000140479	Locally secreted to extracellular matrix
ENSG00000140511	Locally secreted to extracellular matrix
ENSG00000140873	Locally secreted to extracellular matrix
ENSG00000142156	Locally secreted to extracellular matrix
ENSG00000142173	Locally secreted to extracellular matrix
ENSG00000142303	Locally secreted to extracellular matrix
ENSG00000142449	Locally secreted to extracellular matrix
ENSG00000142798	Locally secreted to extracellular matrix
ENSG00000142871	Locally secreted to extracellular matrix
ENSG00000142910	Locally secreted to extracellular matrix
ENSG00000143196	Locally secreted to extracellular matrix
ENSG00000143341	Locally secreted to extracellular matrix
ENSG00000143369	Locally secreted to extracellular matrix
ENSG00000143382	Locally secreted to extracellular matrix
ENSG00000143816	Locally secreted to extracellular matrix
ENSG00000144152	Locally secreted to extracellular matrix
ENSG00000144810	Locally secreted to extracellular matrix
ENSG00000145536	Locally secreted to extracellular matrix
ENSG00000145681	Locally secreted to extracellular matrix
ENSG00000145808	Locally secreted to extracellular matrix
ENSG00000148357	Locally secreted to extracellular matrix
ENSG00000151388	Locally secreted to extracellular matrix
ENSG00000152592	Locally secreted to extracellular matrix
ENSG00000152595	Locally secreted to extracellular matrix
ENSG00000154342	Locally secreted to extracellular matrix
ENSG00000154734	Locally secreted to extracellular matrix
ENSG00000154736	Locally secreted to extracellular matrix
ENSG00000154764	Locally secreted to extracellular matrix
ENSG00000156076	Locally secreted to extracellular matrix
ENSG00000156140	Locally secreted to extracellular matrix
ENSG00000157150	Locally secreted to extracellular matrix
ENSG00000157766	Locally secreted to extracellular matrix
ENSG00000158859	Locally secreted to extracellular matrix
ENSG00000158955	Locally secreted to extracellular matrix
ENSG00000159166	Locally secreted to extracellular matrix
ENSG00000160161	Locally secreted to extracellular matrix
ENSG00000160963	Locally secreted to extracellular matrix
ENSG00000162510	Locally secreted to extracellular matrix
ENSG00000162552	Locally secreted to extracellular matrix
ENSG00000163359	Locally secreted to extracellular matrix
ENSG00000163520	Locally secreted to extracellular matrix
ENSG00000163638	Locally secreted to extracellular matrix
ENSG00000163710	Locally secreted to extracellular matrix
ENSG00000164619	Locally secreted to extracellular matrix
ENSG00000164692	Locally secreted to extracellular matrix
ENSG00000164694	Locally secreted to extracellular matrix
ENSG00000164764	Locally secreted to extracellular matrix
ENSG00000164946	Locally secreted to extracellular matrix
ENSG00000165078	Locally secreted to extracellular matrix
ENSG00000165623	Locally secreted to extracellular matrix
ENSG00000165816	Locally secreted to extracellular matrix
ENSG00000166106	Locally secreted to extracellular matrix
ENSG00000166482	Locally secreted to extracellular matrix
ENSG00000166509	Locally secreted to extracellular matrix
ENSG00000167941	Locally secreted to extracellular matrix
ENSG00000168477	Locally secreted to extracellular matrix
ENSG00000168487	Locally secreted to extracellular matrix
ENSG00000168542	Locally secreted to extracellular matrix
ENSG00000168743	Locally secreted to extracellular matrix
ENSG00000169031	Locally secreted to extracellular matrix
ENSG00000169231	Locally secreted to extracellular matrix
ENSG00000169436	Locally secreted to extracellular matrix
ENSG00000169884	Locally secreted to extracellular matrix
ENSG00000171243	Locally secreted to extracellular matrix
ENSG00000171502	Locally secreted to extracellular matrix
ENSG00000171812	Locally secreted to extracellular matrix
ENSG00000172037	Locally secreted to extracellular matrix
ENSG00000172638	Locally secreted to extracellular matrix
ENSG00000172889	Locally secreted to extracellular matrix
ENSG00000172987	Locally secreted to extracellular matrix
ENSG00000173083	Locally secreted to extracellular matrix
ENSG00000173157	Locally secreted to extracellular matrix
ENSG00000173269	Locally secreted to extracellular matrix
ENSG00000174348	Locally secreted to extracellular matrix
ENSG00000176945	Locally secreted to extracellular matrix
ENSG00000179403	Locally secreted to extracellular matrix
ENSG00000182492	Locally secreted to extracellular matrix
ENSG00000182871	Locally secreted to extracellular matrix
ENSG00000183090	Locally secreted to extracellular matrix
ENSG00000183287	Locally secreted to extracellular matrix
ENSG00000183798	Locally secreted to extracellular matrix
ENSG00000185761	Locally secreted to extracellular matrix
ENSG00000186340	Locally secreted to extracellular matrix
ENSG00000186417	Locally secreted to extracellular matrix
ENSG00000187498	Locally secreted to extracellular matrix
ENSG00000187955	Locally secreted to extracellular matrix
ENSG00000188064	Locally secreted to extracellular matrix
ENSG00000188153	Locally secreted to extracellular matrix
ENSG00000188157	Locally secreted to extracellular matrix
ENSG00000188730	Locally secreted to extracellular matrix
ENSG00000188783	Locally secreted to extracellular matrix
ENSG00000189056	Locally secreted to extracellular matrix
ENSG00000196104	Locally secreted to extracellular matrix
ENSG00000196569	Locally secreted to extracellular matrix
ENSG00000196739	Locally secreted to extracellular matrix
ENSG00000196878	Locally secreted to extracellular matrix
ENSG00000197565	Locally secreted to extracellular matrix
ENSG00000197614	Locally secreted to extracellular matrix
ENSG00000198732	Locally secreted to extracellular matrix
ENSG00000198759	Locally secreted to extracellular matrix
ENSG00000204248	Locally secreted to extracellular matrix
ENSG00000204262	Locally secreted to extracellular matrix
ENSG00000204291	Locally secreted to extracellular matrix
ENSG00000205221	Locally secreted to extracellular matrix
ENSG00000206384	Locally secreted to extracellular matrix
ENSG00000215018	Locally secreted to extracellular matrix
ENSG00000215853	Locally secreted to extracellular matrix
ENSG00000167748	Locally secreted to GI-tract
ENSG00000170890	Locally secreted to GI-tract
ENSG00000175535	Locally secreted to GI-tract
ENSG00000182333	Locally secreted to GI-tract
ENSG00000204983	Locally secreted to GI-tract
ENSG00000243480	Locally secreted to GI-tract
ENSG00000010438	Locally secreted to GI-tract
ENSG00000016490	Locally secreted to GI-tract
ENSG00000091704	Locally secreted to GI-tract
ENSG00000096088	Locally secreted to GI-tract
ENSG00000101441	Locally secreted to GI-tract
ENSG00000109208	Locally secreted to GI-tract
ENSG00000111215	Locally secreted to GI-tract
ENSG00000114204	Locally secreted to GI-tract
ENSG00000115386	Locally secreted to GI-tract
ENSG00000121335	Locally secreted to GI-tract
ENSG00000122711	Locally secreted to GI-tract
ENSG00000126549	Locally secreted to GI-tract
ENSG00000126550	Locally secreted to GI-tract
ENSG00000129538	Locally secreted to GI-tract
ENSG00000129965	Locally secreted to GI-tract
ENSG00000131050	Locally secreted to GI-tract
ENSG00000131686	Locally secreted to GI-tract
ENSG00000133636	Locally secreted to GI-tract
ENSG00000134193	Locally secreted to GI-tract
ENSG00000134551	Locally secreted to GI-tract
ENSG00000134812	Locally secreted to GI-tract
ENSG00000135413	Locally secreted to GI-tract
ENSG00000137392	Locally secreted to GI-tract
ENSG00000137634	Locally secreted to GI-tract
ENSG00000141086	Locally secreted to GI-tract
ENSG00000141434	Locally secreted to GI-tract
ENSG00000142615	Locally secreted to GI-tract
ENSG00000142789	Locally secreted to GI-tract
ENSG00000143954	Locally secreted to GI-tract
ENSG00000153002	Locally secreted to GI-tract
ENSG00000158516	Locally secreted to GI-tract
ENSG00000158764	Locally secreted to GI-tract
ENSG00000160181	Locally secreted to GI-tract
ENSG00000160182	Locally secreted to GI-tract
ENSG00000162078	Locally secreted to GI-tract
ENSG00000162438	Locally secreted to GI-tract
ENSG00000162877	Locally secreted to GI-tract
ENSG00000164266	Locally secreted to GI-tract
ENSG00000164816	Locally secreted to GI-tract
ENSG00000164822	Locally secreted to GI-tract
ENSG00000165828	Locally secreted to GI-tract
ENSG00000167419	Locally secreted to GI-tract
ENSG00000168925	Locally secreted to GI-tract
ENSG00000168928	Locally secreted to GI-tract
ENSG00000169605	Locally secreted to GI-tract
ENSG00000169752	Locally secreted to GI-tract
ENSG00000170367	Locally secreted to GI-tract
ENSG00000170369	Locally secreted to GI-tract
ENSG00000170373	Locally secreted to GI-tract
ENSG00000170835	Locally secreted to GI-tract
ENSG00000171195	Locally secreted to GI-tract
ENSG00000171201	Locally secreted to GI-tract
ENSG00000172016	Locally secreted to GI-tract
ENSG00000172023	Locally secreted to GI-tract
ENSG00000172382	Locally secreted to GI-tract
ENSG00000173431	Locally secreted to GI-tract
ENSG00000173702	Locally secreted to GI-tract
ENSG00000174876	Locally secreted to GI-tract
ENSG00000174992	Locally secreted to GI-tract
ENSG00000183607	Locally secreted to GI-tract
ENSG00000184502	Locally secreted to GI-tract
ENSG00000184530	Locally secreted to GI-tract
ENSG00000184956	Locally secreted to GI-tract
ENSG00000187021	Locally secreted to GI-tract
ENSG00000187533	Locally secreted to GI-tract
ENSG00000187733	Locally secreted to GI-tract
ENSG00000197870	Locally secreted to GI-tract
ENSG00000198643	Locally secreted to GI-tract
ENSG00000205649	Locally secreted to GI-tract
ENSG00000213022	Locally secreted to GI-tract
ENSG00000215182	Locally secreted to GI-tract
ENSG00000215704	Locally secreted to GI-tract
ENSG00000219073	Locally secreted to GI-tract
ENSG00000229183	Locally secreted to GI-tract
ENSG00000229859	Locally secreted to GI-tract
ENSG00000230657	Locally secreted to GI-tract
ENSG00000237763	Locally secreted to GI-tract
ENSG00000240038	Locally secreted to GI-tract
ENSG00000251655	Locally secreted to GI-tract
ENSG00000256713	Locally secreted to GI-tract
ENSG00000259823	Locally secreted to GI-tract
ENSG00000275896	Locally secreted to GI-tract
ENSG00000026508	Secreted - unknown location
ENSG00000066468	Secreted - unknown location
ENSG00000131471	Secreted - unknown location
ENSG00000007202	Secreted - unknown location
ENSG00000052344	Secreted - unknown location
ENSG00000053328	Secreted - unknown location
ENSG00000063761	Secreted - unknown location
ENSG00000065361	Secreted - unknown location
ENSG00000071677	Secreted - unknown location
ENSG00000071889	Secreted - unknown location
ENSG00000073008	Secreted - unknown location
ENSG00000078246	Secreted - unknown location
ENSG00000087301	Secreted - unknown location
ENSG00000089692	Secreted - unknown location
ENSG00000095587	Secreted - unknown location
ENSG00000100767	Secreted - unknown location
ENSG00000100802	Secreted - unknown location
ENSG00000101074	Secreted - unknown location
ENSG00000101825	Secreted - unknown location
ENSG00000101955	Secreted - unknown location
ENSG00000104213	Secreted - unknown location
ENSG00000104970	Secreted - unknown location
ENSG00000105426	Secreted - unknown location
ENSG00000106113	Secreted - unknown location
ENSG00000106397	Secreted - unknown location
ENSG00000106624	Secreted - unknown location
ENSG00000111412	Secreted - unknown location
ENSG00000111696	Secreted - unknown location
ENSG00000112175	Secreted - unknown location
ENSG00000113391	Secreted - unknown location
ENSG00000117215	Secreted - unknown location
ENSG00000117691	Secreted - unknown location
ENSG00000120055	Secreted - unknown location
ENSG00000121005	Secreted - unknown location
ENSG00000121898	Secreted - unknown location
ENSG00000127472	Secreted - unknown location
ENSG00000128791	Secreted - unknown location
ENSG00000129009	Secreted - unknown location
ENSG00000130193	Secreted - unknown location
ENSG00000131873	Secreted - unknown location
ENSG00000132000	Secreted - unknown location
ENSG00000132297	Secreted - unknown location
ENSG00000132821	Secreted - unknown location
ENSG00000136698	Secreted - unknown location
ENSG00000139610	Secreted - unknown location
ENSG00000141098	Secreted - unknown location
ENSG00000141574	Secreted - unknown location
ENSG00000143367	Secreted - unknown location
ENSG00000144115	Secreted - unknown location
ENSG00000144214	Secreted - unknown location
ENSG00000144649	Secreted - unknown location
ENSG00000144815	Secreted - unknown location
ENSG00000145879	Secreted - unknown location
ENSG00000145882	Secreted - unknown location
ENSG00000145990	Secreted - unknown location
ENSG00000146530	Secreted - unknown location
ENSG00000146700	Secreted - unknown location
ENSG00000147113	Secreted - unknown location
ENSG00000147869	Secreted - unknown location
ENSG00000147894	Secreted - unknown location
ENSG00000149090	Secreted - unknown location
ENSG00000149218	Secreted - unknown location
ENSG00000149328	Secreted - unknown location
ENSG00000151006	Secreted - unknown location
ENSG00000151948	Secreted - unknown location
ENSG00000152093	Secreted - unknown location
ENSG00000152580	Secreted - unknown location
ENSG00000153292	Secreted - unknown location
ENSG00000154269	Secreted - unknown location
ENSG00000157211	Secreted - unknown location
ENSG00000158246	Secreted - unknown location
ENSG00000162591	Secreted - unknown location
ENSG00000162745	Secreted - unknown location
ENSG00000162804	Secreted - unknown location
ENSG00000163521	Secreted - unknown location
ENSG00000164081	Secreted - unknown location
ENSG00000164099	Secreted - unknown location
ENSG00000164318	Secreted - unknown location
ENSG00000165633	Secreted - unknown location
ENSG00000166839	Secreted - unknown location
ENSG00000167536	Secreted - unknown location
ENSG00000167618	Secreted - unknown location
ENSG00000167740	Secreted - unknown location
ENSG00000167992	Secreted - unknown location
ENSG00000168140	Secreted - unknown location
ENSG00000168615	Secreted - unknown location
ENSG00000168703	Secreted - unknown location
ENSG00000169291	Secreted - unknown location
ENSG00000171862	Secreted - unknown location
ENSG00000172824	Secreted - unknown location
ENSG00000173335	Secreted - unknown location
ENSG00000174370	Secreted - unknown location
ENSG00000174453	Secreted - unknown location
ENSG00000174928	Secreted - unknown location
ENSG00000175182	Secreted - unknown location
ENSG00000175267	Secreted - unknown location
ENSG00000176393	Secreted - unknown location
ENSG00000177225	Secreted - unknown location
ENSG00000177663	Secreted - unknown location
ENSG00000178055	Secreted - unknown location
ENSG00000178074	Secreted - unknown location
ENSG00000178172	Secreted - unknown location
ENSG00000178226	Secreted - unknown location
ENSG00000178597	Secreted - unknown location
ENSG00000182175	Secreted - unknown location
ENSG00000182218	Secreted - unknown location
ENSG00000182327	Secreted - unknown location
ENSG00000182534	Secreted - unknown location
ENSG00000182704	Secreted - unknown location
ENSG00000183760	Secreted - unknown location
ENSG00000183801	Secreted - unknown location
ENSG00000184208	Secreted - unknown location
ENSG00000184232	Secreted - unknown location
ENSG00000184276	Secreted - unknown location
ENSG00000184471	Secreted - unknown location
ENSG00000185585	Secreted - unknown location
ENSG00000185624	Secreted - unknown location
ENSG00000186001	Secreted - unknown location
ENSG00000186191	Secreted - unknown location
ENSG00000186354	Secreted - unknown location
ENSG00000186493	Secreted - unknown location
ENSG00000187630	Secreted - unknown location
ENSG00000187720	Secreted - unknown location
ENSG00000187942	Secreted - unknown location
ENSG00000187944	Secreted - unknown location
ENSG00000187980	Secreted - unknown location
ENSG00000188038	Secreted - unknown location
ENSG00000188056	Secreted - unknown location
ENSG00000188076	Secreted - unknown location
ENSG00000188784	Secreted - unknown location
ENSG00000188811	Secreted - unknown location
ENSG00000188958	Secreted - unknown location
ENSG00000189001	Secreted - unknown location
ENSG00000189129	Secreted - unknown location
ENSG00000189227	Secreted - unknown location
ENSG00000189292	Secreted - unknown location
ENSG00000189320	Secreted - unknown location
ENSG00000196711	Secreted - unknown location
ENSG00000196800	Secreted - unknown location
ENSG00000197594	Secreted - unknown location
ENSG00000197646	Secreted - unknown location
ENSG00000198542	Secreted - unknown location
ENSG00000203722	Secreted - unknown location
ENSG00000203837	Secreted - unknown location
ENSG00000204396	Secreted - unknown location
ENSG00000204428	Secreted - unknown location
ENSG00000204542	Secreted - unknown location
ENSG00000204869	Secreted - unknown location
ENSG00000204954	Secreted - unknown location
ENSG00000204970	Secreted - unknown location
ENSG00000205209	Secreted - unknown location
ENSG00000205863	Secreted - unknown location
ENSG00000205929	Secreted - unknown location
ENSG00000214226	Secreted - unknown location
ENSG00000214285	Secreted - unknown location
ENSG00000215788	Secreted - unknown location
ENSG00000224420	Secreted - unknown location
ENSG00000240053	Secreted - unknown location
ENSG00000241404	Secreted - unknown location
ENSG00000248771	Secreted - unknown location
ENSG00000249860	Secreted - unknown location
ENSG00000250120	Secreted - unknown location
ENSG00000251692	Secreted - unknown location
ENSG00000253649	Secreted - unknown location
ENSG00000256222	Secreted - unknown location
ENSG00000256892	Secreted - unknown location
ENSG00000261210	Secreted - unknown location
ENSG00000262484	Secreted - unknown location
ENSG00000267335	Secreted - unknown location
ENSG00000268320	Secreted - unknown location
ENSG00000270394	Secreted - unknown location
ENSG00000285010	Secreted - unknown location
ENSG00000285231	Secreted - unknown location
ENSG00000003436	Secreted to blood
ENSG00000008516	Secreted to blood
ENSG00000037280	Secreted to blood
ENSG00000057593	Secreted to blood
ENSG00000067182	Secreted to blood
ENSG00000077238	Secreted to blood
ENSG00000080618	Secreted to blood
ENSG00000088926	Secreted to blood
ENSG00000099937	Secreted to blood
ENSG00000100985	Secreted to blood
ENSG00000101981	Secreted to blood
ENSG00000102524	Secreted to blood
ENSG00000102755	Secreted to blood
ENSG00000104368	Secreted to blood
ENSG00000105976	Secreted to blood
ENSG00000106366	Secreted to blood
ENSG00000106804	Secreted to blood
ENSG00000108691	Secreted to blood
ENSG00000110799	Secreted to blood
ENSG00000110944	Secreted to blood
ENSG00000111537	Secreted to blood
ENSG00000112115	Secreted to blood
ENSG00000112715	Secreted to blood
ENSG00000112964	Secreted to blood
ENSG00000113302	Secreted to blood
ENSG00000113525	Secreted to blood
ENSG00000114200	Secreted to blood
ENSG00000115414	Secreted to blood
ENSG00000115594	Secreted to blood
ENSG00000115718	Secreted to blood
ENSG00000116678	Secreted to blood
ENSG00000117525	Secreted to blood
ENSG00000117601	Secreted to blood
ENSG00000119630	Secreted to blood
ENSG00000120156	Secreted to blood
ENSG00000120659	Secreted to blood
ENSG00000122194	Secreted to blood
ENSG00000122861	Secreted to blood
ENSG00000124491	Secreted to blood
ENSG00000125538	Secreted to blood
ENSG00000125730	Secreted to blood
ENSG00000126218	Secreted to blood
ENSG00000130234	Secreted to blood
ENSG00000131187	Secreted to blood
ENSG00000135046	Secreted to blood
ENSG00000136244	Secreted to blood
ENSG00000143839	Secreted to blood
ENSG00000146648	Secreted to blood
ENSG00000159110	Secreted to blood
ENSG00000159403	Secreted to blood
ENSG00000159640	Secreted to blood
ENSG00000162747	Secreted to blood
ENSG00000164326	Secreted to blood
ENSG00000164344	Secreted to blood
ENSG00000169174	Secreted to blood
ENSG00000171560	Secreted to blood
ENSG00000171564	Secreted to blood
ENSG00000173511	Secreted to blood
ENSG00000175445	Secreted to blood
ENSG00000180210	Secreted to blood
ENSG00000182326	Secreted to blood
ENSG00000184500	Secreted to blood
ENSG00000185010	Secreted to blood
ENSG00000188257	Secreted to blood
ENSG00000197561	Secreted to blood
ENSG00000198223	Secreted to blood
ENSG00000198734	Secreted to blood
ENSG00000203747	Secreted to blood
ENSG00000224389	Secreted to blood
ENSG00000232810	Secreted to blood
ENSG00000242252	Secreted to blood
ENSG00000244731	Secreted to blood
ENSG00000000971	Secreted to blood
ENSG00000001036	Secreted to blood
ENSG00000001617	Secreted to blood
ENSG00000005108	Secreted to blood
ENSG00000005421	Secreted to blood
ENSG00000006128	Secreted to blood
ENSG00000006210	Secreted to blood
ENSG00000006606	Secreted to blood
ENSG00000008438	Secreted to blood
ENSG00000008517	Secreted to blood
ENSG00000009724	Secreted to blood
ENSG00000010319	Secreted to blood
ENSG00000013288	Secreted to blood
ENSG00000013725	Secreted to blood
ENSG00000014257	Secreted to blood
ENSG00000015532	Secreted to blood
ENSG00000017427	Secreted to blood
ENSG00000019991	Secreted to blood
ENSG00000021852	Secreted to blood
ENSG00000026103	Secreted to blood
ENSG00000026297	Secreted to blood
ENSG00000028137	Secreted to blood
ENSG00000030582	Secreted to blood
ENSG00000038427	Secreted to blood
ENSG00000039537	Secreted to blood
ENSG00000042980	Secreted to blood
ENSG00000044012	Secreted to blood
ENSG00000047457	Secreted to blood
ENSG00000049247	Secreted to blood
ENSG00000053108	Secreted to blood
ENSG00000055955	Secreted to blood
ENSG00000055957	Secreted to blood
